"OXFORD_hang_on"|"hang on"|""|"phrasal verb"|""|""|"used to ask somebody to wait for a short time or to stop what they are doing<br><br>to hold something tightly<br><br>to wait for something to happen<br><br>used on the phone to ask somebody who is calling to wait until they can talk to the person they want<br><br>to continue doing something in difficult circumstances<br><br>to depend on something"|"<b>used to ask somebody to wait for a short time or to stop what they are doing</b><br><ul align='left'><li>Hang on—I'm not quite ready.</li><li>Now hang on a minute—you can't really believe what you just said!</li></ul><br><b>to hold something tightly</b><br><ul align='left'><li>Hang on tight—we're off!</li></ul><br><b>to wait for something to happen</b><br><ul align='left'><li>I haven't heard if I've got the job yet—they've kept me hanging on for days.</li></ul><br><b>used on the phone to ask somebody who is calling to wait until they can talk to the person they want</b><br><ul align='left'><li>Hang on—I'll just see if he's here.</li></ul><br><b>to continue doing something in difficult circumstances</b><br><ul align='left'><li>The team hung on for victory.</li></ul><br><b>to depend on something</b><br><ul align='left'><li>A lot hangs on this decision.</li></ul>"|""|""
"CAMBRIDGE_merchandise"|"merchandise"|"<i>variant: </i>merch"|"verb | noun"|"UK /ˈmɜː.tʃən.daɪz/ /ˈmɜː.tʃən.daɪs/<br> US /ˈmɝː.tʃən.daɪz/ /ˈmɝː.tʃən.daɪs/"|"UK [sound:CAMBRIDGE_merchandise_uk.mp3]<br> US [sound:CAMBRIDGE_merchandise_us.mp3]"|"goods that are bought and sold<br><br>goods that have the official or unofficial brand (= names, designs, images, etc. that are linked with a particular product) of a film, TV show, singer, etc.<br><br>to encourage the sale of goods or other products by advertising them or by making certain that they are noticed"|"<b>goods that are bought and sold</b><br><ul align='left'><li>Shoppers complained about poor quality merchandise and high prices.</li><li>Japan exported $117 billion in merchandise to the US in 1999.</li></ul><br><b>goods that have the official or unofficial brand (= names, designs, images, etc. that are linked with a particular product) of a film, TV show, singer, etc.</b><br><ul align='left'><li>The band makes most of its money from sales of merchandise.</li><li>Here's where you can buy official games, action figures, and other movie merchandise.</li><li>The Taylor Swift merchandise stand sells T-shirts bearing the singer's picture.</li></ul><br><b>to encourage the sale of goods or other products by advertising them or by making certain that they are noticed</b><br><ul align='left'><li>She had to merchandise the new product line.</li><li>The kids' TV show was dubbed into dozens of languages and merchandised around the globe.</li></ul>"|""|""
"CAMBRIDGE_preterit"|"preterit"|"<i>variant: </i>preterite"|"adjective | noun"|"UK /ˈpret.ər.ɪt/<br> US /ˈpret̬.ɚ.ɪt/"|"UK [sound:CAMBRIDGE_preterit_uk.mp3]<br> US [sound:CAMBRIDGE_preterit_us.mp3]"|"the tense used to describe actions, events, or states that happened or existed before the present time<br><br>relating to the tense used to describe actions, events, or states that happened or existed before the present time"|"<b>the tense used to describe actions, events, or states that happened or existed before the present time</b><br><ul align='left'><li>The preterit is several times more frequent than the perfect.</li><li>In terms of grammar, they favor dove as the preterit of dive.</li></ul><br><b>relating to the tense used to describe actions, events, or states that happened or existed before the present time</b><br><ul align='left'><li>Highlight the imperfect and preterit verbs in the text.</li></ul>"|""|""
"CAMBRIDGE_jack_of_all_trades_master_of_none"|"jack-of-all-trades, master of none"|""|"idiom"|""|""|"said about someone who is able to do many things, but is not an expert in any"|"<b>said about someone who is able to do many things, but is not an expert in any</b><br>"|""|""
"CAMBRIDGE_schedule"|"schedule"|""|"verb | noun"|"UK /ˈʃedʒ.uːl/<br> US /ˈskedʒ.uːl/"|"UK [sound:CAMBRIDGE_schedule_uk.mp3]<br> US [sound:CAMBRIDGE_schedule_us.mp3]"|"a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done<br><br>a list of the times when events are planned to happen, for example the times when classes happen or when buses, etc. leave and arrive<br><br>an official list of things<br><br>early<br><br>not early or late<br><br>to do less work than you planned to do by a particular point in time<br><br>to arrange that an event or activity will happen at a particular time"|"<b>a list of planned activities or things to be done showing the times or dates when they are intended to happen or be done</b><br><ul align='left'><li>a production schedule</li><li>a hectic/tight (= very busy) schedule</li><li>Everything went according to schedule (= as had been planned).</li></ul><br><b>a list of the times when events are planned to happen, for example the times when classes happen or when buses, etc. leave and arrive</b><br><ul align='left'><li>The class schedule is available on the website.</li><li>a bus schedule</li><li>a schedule of talks at the convention</li></ul><br><b>an official list of things</b><br><ul align='left'><li>a schedule of business expenses</li></ul><br><b>early</b><br><ul align='left'><li>We expect the building work to be completed ahead of schedule.</li></ul><br><b>not early or late</b><br><ul align='left'><li>Managers need to know whether work is proceeding on schedule.</li></ul><br><b>to do less work than you planned to do by a particular point in time</b><br><ul align='left'><li>I'm afraid we've fallen behind schedule in recent weeks.</li></ul><br><b>to arrange that an event or activity will happen at a particular time</b><br><ul align='left'><li>The meeting has been scheduled for tomorrow afternoon.</li><li>The flight is scheduled to arrive at 8.45, but it's running 20 minutes late.</li></ul>"|""|""
"OXFORD_move_in"|"move in"|""|"phrasal verb"|""|""|"to start to live in your new home<br><br>to live, spend your time, etc. in a particular social group<br><br>to move towards somebody/something from all directions, especially in a threatening way"|"<b>to start to live in your new home</b><br><ul align='left'><li>Our new neighbours moved in yesterday.</li></ul><br><b>to live, spend your time, etc. in a particular social group</b><br><ul align='left'><li>She only moves in the best circles.</li></ul><br><b>to move towards somebody/something from all directions, especially in a threatening way</b><br><ul align='left'><li>The police moved in on the terrorists.</li></ul>"|""|""
"CAMBRIDGE_preterm"|"preterm"|""|"adverb | adjective"|"UK /ˌpriːˈtɜːm/<br> US /ˌpriːˈtɝːm/"|"UK [sound:CAMBRIDGE_preterm_uk.mp3]<br> US [sound:CAMBRIDGE_preterm_us.mp3]"|"born before the full period of pregnancy is completed<br><br>before the full period of pregnancy is completed"|"<b>born before the full period of pregnancy is completed</b><br><ul align='left'><li>preterm babies</li></ul><br><b>before the full period of pregnancy is completed</b><br><ul align='left'><li>An estimated 15 million babies are born preterm.</li></ul>"|""|""
"CAMBRIDGE_take_on"|"take something on"|""|"phrasal verb | phrase"|""|""|"to accept a particular job or responsibility<br><br>to begin to have a particular quality<br><br>to employ someone<br><br>to compete against or fight someone<br><br>an opinion about something<br><br>a version of something that shows someone's attitude towards it"|"<b>to accept a particular job or responsibility</b><br><ul align='left'><li>She took too much on and made herself ill.</li></ul><br><b>to begin to have a particular quality</b><br><ul align='left'><li>Her voice took on a troubled tone.</li></ul><br><b>to employ someone</b><br><ul align='left'><li><b>take someone on as a something</b> She was taken on as a laboratory assistant.</li></ul><br><b>to compete against or fight someone</b><br><ul align='left'><li>The government took on the unions and won.</li></ul><br><b>an opinion about something</b><br><ul align='left'><li>We'd love to hear your take on this issue.</li><li>Most people would be upset at this sort of criticism, but Louis has a different take on it.</li><li>He was eager to share his take on the outcome of the recent elections.</li><li>She had a really weird take on what happened.</li><li>My take on this is that Jenkyns didn't really want the job.</li></ul><br><b>a version of something that shows someone's attitude towards it</b><br><ul align='left'><li>The restaurant offers a new take on traditional French cooking.</li><li>Her novels offer an unusual take on the traditional vampire story.</li><li>The game is a new take on Monopoly.</li><li>The dessert is a more modern take on sherry trifle.</li><li>His jacket was a stylish take on the sort of tweed his father would have worn.</li></ul>"|""|""
"CAMBRIDGE_pretentiously"|"pretentiously"|""|"adverb"|"UK /prɪˈten.ʃəs.li/<br> US /prɪˈten.ʃəs.li/"|"UK [sound:CAMBRIDGE_pretentiously_uk.mp3]<br> US [sound:CAMBRIDGE_pretentiously_us.mp3]"|"in a way that attempts to make you appear or sound more important or clever than you are"|"<b>in a way that attempts to make you appear or sound more important or clever than you are</b><br><ul align='left'><li>His learning is on display throughout the book, sometimes pretentiously so.</li><li>This is pretentiously called a time management system, but it is really just a diary.</li></ul>"|""|""
"OXFORD_play_1"|"play"|""|"verb"|"UK /pleɪ/<br> US /pleɪ/"|"UK [sound:OXFORD_play_1_uk.mp3]<br> US [sound:OXFORD_play_1_us.mp3]"|"to do things for pleasure, as children do; to enjoy yourself, rather than work<br><br>to pretend to be or do something for fun<br><br>to be involved in a game; to compete against somebody in a game<br><br>to take a particular position in a sports team<br><br>to include somebody in a sports team<br><br>to make contact with the ball and hit or kick it in the way mentioned<br><br>to move a piece in chess, etc.<br><br>to put a card face upwards on the table, showing its value<br><br>to perform music on a musical instrument<br><br>to have the skill of performing on a musical instrument<br><br>to use an MP3 player, a CD player, etc. to make it possible to hear a song, an album, a CD, etc.<br><br>(of a song, an album, etc.) to be heard<br><br>to start working; to make a video or DVD start working<br><br>to act in a play, film, etc.; to act the role of somebody<br><br>to pretend to be something that you are not<br><br>to behave as though you are a particular type of person<br><br>to be performed<br><br>to give a performance in a particular place<br><br>to have an effect or influence on something<br><br>to trick somebody for fun<br><br>to deal with a situation in the way mentioned<br><br>to do something without being serious about it or putting much effort into it<br><br>to be willing to work with other people in a helpful way, especially so that somebody can get what they want<br><br>to move or appear quickly and lightly, often changing direction or shape<br><br>when a fountain plays, it produces a steady stream of water"|"<b>to do things for pleasure, as children do; to enjoy yourself, rather than work</b><br><ul align='left'><li>You'll have to play inside today.</li><li>There's a time to work and a time to play.</li><li><b>play with somebody/something</b> A group of kids were playing with a ball in the street.</li><li>I haven't got anybody to play with!</li><li><b>play something</b> Let's play a different game. </li></ul><br><b>to pretend to be or do something for fun</b><br><ul align='left'><li><b>play something</b> Let's play pirates.</li><li><b>play at something</b> Let's play at pirates!</li><li><b>play at doing something</b> They were playing at being cowboys.</li></ul><br><b>to be involved in a game; to compete against somebody in a game</b><br><ul align='left'><li><b>play something</b> to play football/cards</li><li><b>play something with/against somebody</b> I usually play chess with my brother.</li><li><b>play somebody</b> France are playing Wales tomorrow.</li><li><b>play somebody at something</b> Have you played her at squash yet?</li><li><b>play for somebody</b> He plays for Cleveland.</li><li><b>play against somebody</b> France are playing against Wales on Saturday.</li><li><b>play with somebody</b> I like football, but I don't have anyone to play with.</li><li><b>+ adv./prep.</b> Evans played very well.</li></ul><br><b>to take a particular position in a sports team</b><br><ul align='left'><li><b>+ adv./prep.</b> Who's playing on the wing?</li><li><b>+ noun</b> I've never played right back before.</li></ul><br><b>to include somebody in a sports team</b><br><ul align='left'><li>I think we should play Matt on the wing.</li></ul><br><b>to make contact with the ball and hit or kick it in the way mentioned</b><br><ul align='left'><li>She played the ball and ran forward.</li><li>He played a backhand volley.</li></ul><br><b>to move a piece in chess, etc.</b><br><ul align='left'><li>She played her bishop.</li></ul><br><b>to put a card face upwards on the table, showing its value</b><br><ul align='left'><li>to play your ace/a trump</li><li>He played out of turn!</li></ul><br><b>to perform music on a musical instrument</b><br><ul align='left'><li><b>play (something)</b> She played Mozart's Piano Concerto No. 20.</li><li>The music is well played and beautifully recorded.</li><li>In the distance a band was playing.</li><li><b>play on something</b> Maddy sat in the corner, playing softly on her guitar.</li><li><b>play something on something</b> He played a tune on his harmonica.</li><li><b>play something to somebody</b> Play that new piece to us.</li><li><b>play somebody something</b> Play us that new piece.</li></ul><br><b>to have the skill of performing on a musical instrument</b><br><ul align='left'><li>Do you play a musical instrument?</li><li>to play the piano/violin/flute</li><li>I'm learning to play sax.</li></ul><br><b>to use an MP3 player, a CD player, etc. to make it possible to hear a song, an album, a CD, etc.</b><br><ul align='left'><li>I played some music to drown out the noise.</li><li>They're always playing that song on the radio.</li></ul><br><b>(of a song, an album, etc.) to be heard</b><br><ul align='left'><li>My favourite song was playing on the radio.</li></ul><br><b>to start working; to make a video or DVD start working</b><br><ul align='left'><li>These videos won't play on my computer.</li><li><b>play something</b> Click below to play videos.</li><li>Nothing happens when I try to play a DVD.</li><li>A short video was played to the court showing the inside of the house.</li></ul><br><b>to act in a play, film, etc.; to act the role of somebody</b><br><ul align='left'><li><b>play something</b> to play a role/part</li><li>The part of Elizabeth was played by Cate Blanchett.</li><li>He had always wanted to play Othello.</li><li>He was chosen to play the role of Judas.</li><li>She usually plays historical characters.</li><li><b>play opposite somebody</b> She played opposite Brad Pitt (= she and Brad Pitt played the two leading roles).</li></ul><br><b>to pretend to be something that you are not</b><br><ul align='left'><li>The children were dressed as soldiers, but they were just playing.</li><li><b>+ adj.</b> I decided it was safer to play dead.</li><li><b>+ noun</b> He walks around playing the outraged victim in all this.</li></ul><br><b>to behave as though you are a particular type of person</b><br><ul align='left'><li>This is no time to play the hero.</li><li>Don't play the innocent with me: you know what happened.</li></ul><br><b>to be performed</b><br><ul align='left'><li>A production of ‘Carmen’ was playing to packed houses.</li></ul><br><b>to give a performance in a particular place</b><br><ul align='left'><li>The band are playing 11 cities around the country.</li><li>I've played some fantastic venues.</li></ul><br><b>to have an effect or influence on something</b><br><ul align='left'><li>Social media played an important part in the last election.</li><li>Farming plays a crucial role in maintaining the landscape.</li><li>High environmental temperatures may also play a role.</li><li>Businesses can play their part by contributing some of their profits.</li><li>All countries have a part to play in protecting the environment.</li></ul><br><b>to trick somebody for fun</b><br><ul align='left'><li>Children ran around the village playing tricks.</li><li>I played a trick on him just to see his reaction.</li></ul><br><b>to deal with a situation in the way mentioned</b><br><ul align='left'><li>He played the situation carefully for maximum advantage.</li></ul><br><b>to do something without being serious about it or putting much effort into it</b><br><ul align='left'><li><b>play at something</b> He was just playing at it before—now he's serious.</li><li><b>play at doing something</b> They were playing at being villains, like in the movies.</li><li><b>play something (with something)</b> Officials are playing politics with farm programs.</li></ul><br><b>to be willing to work with other people in a helpful way, especially so that somebody can get what they want</b><br><ul align='left'><li>He needs another loan, but the bank won't play.</li></ul><br><b>to move or appear quickly and lightly, often changing direction or shape</b><br><ul align='left'><li>Sunlight played on the surface of the lake.</li><li>A small smile played on her lips.</li></ul><br><b>when a fountain plays, it produces a steady stream of water</b><br><ul align='left'><li>Two huge fountains were playing outside the entrance.</li></ul>"|""|""
"CAMBRIDGE_pretentiousness"|"pretentiousness"|"<i>variant: </i>pretension"|"noun"|"UK /prɪˈten.ʃəs.nəs/<br> US /prɪˈten.ʃəs.nəs/"|"UK [sound:CAMBRIDGE_pretentiousness_uk.mp3]<br> US [sound:CAMBRIDGE_pretentiousness_us.mp3]"|"the quality of trying to make yourself appear or sound more important or clever than you are"|"<b>the quality of trying to make yourself appear or sound more important or clever than you are</b><br><ul align='left'><li>I couldn't believe the pretentiousness of the book.</li><li>Her writing tends towards abstraction and pretentiousness. </li></ul>"|""|""
"CAMBRIDGE_pretentious"|"pretentious"|""|"adjective"|"UK /prɪˈten.ʃəs/<br> US /prɪˈten.ʃəs/"|"UK [sound:CAMBRIDGE_pretentious_uk.mp3]<br> US [sound:CAMBRIDGE_pretentious_us.mp3]"|"trying to appear or sound more important or clever than you are, especially in matters of art and literature"|"<b>trying to appear or sound more important or clever than you are, especially in matters of art and literature</b><br><ul align='left'><li>a pretentious art critic</li><li>The novel deals with grand themes, but is never heavy or pretentious.</li></ul>"|""|""
"CAMBRIDGE_house"|"house"|"<i>plural: </i>houses<br>"|"verb | noun"|"UK /haʊs/ /ˈhaʊ.zɪz/<br> US /haʊs/ /ˈhaʊ.zɪz/"|"UK [sound:CAMBRIDGE_house_uk.mp3]<br> US [sound:CAMBRIDGE_house_us.mp3]"|"a building that people, usually one family, live in<br><br>all the people living in a house<br><br>a building where animals are kept<br><br>a building or part of a building that is used for a special purpose<br><br>a company that is involved in a particular area of business<br><br>a restaurant, especially one selling a particular type of food<br><br>used before another noun to refer to something that is always or often served in a particular restaurant and is good there, such as a wine that is reasonably priced or a dish that is especially good<br><br>a hospital; used especially before another noun to refer to doctors working in a hospital who are still training<br><br>popular dance music with a fast regular beat, usually produced on electronic equipment<br><br>any of a small number of groups that the children in a school are put in for sports and other competitions<br><br>an important family, especially a royal one<br><br>an organization that makes laws, or its meeting place<br><br>the members of the organization that makes laws<br><br>the group of people who suggest a subject for a debate<br><br>the people watching a performance, especially in a theatre<br><br>to give a person or animal a place to live, or to provide space for something"|"<b>a building that people, usually one family, live in</b><br><ul align='left'><li>a detached/semi-detached house</li><li>to buy/rent a house</li><li>house prices</li><li>She lives in a little house in (US on) Cross Street.</li></ul><br><b>all the people living in a house</b><br><ul align='left'><li><b>the whole house</b> Try not to wake the whole house when you come in!</li></ul><br><b>a building where animals are kept</b><br><ul align='left'><li>the monkey/lion house at the zoo</li><li>a hen house</li></ul><br><b>a building or part of a building that is used for a special purpose</b><br><ul align='left'><li>the Sydney Opera House</li><li>Broadcasting House</li></ul><br><b>a company that is involved in a particular area of business</b><br><ul align='left'><li>a publishing house</li><li>a fashion house</li></ul><br><b>a restaurant, especially one selling a particular type of food</b><br><ul align='left'><li>Roast chicken is a speciality of the house.</li><li>a waffle/steak/sushi house</li><li>a curry house (= a South Asian restaurant)</li></ul><br><b>used before another noun to refer to something that is always or often served in a particular restaurant and is good there, such as a wine that is reasonably priced or a dish that is especially good</b><br><ul align='left'><li><b>house wine</b> To keep costs down, ask for ""vino de la casa"", or house wine.</li><li><b>house white</b> I'll have a glass of the house white, please.</li><li><b>house red</b> We split a carafe of house red.</li><li>Our house cocktail is an Indian twist on the classic gin and tonic.</li><li>The pies are a house speciality.</li></ul><br><b>a hospital; used especially before another noun to refer to doctors working in a hospital who are still training</b><br><ul align='left'><li><b>house staff</b> House staff includes residents, interns, and medical students, who are at various stages of training and who are supervised by the attending physician.</li><li>A house officer is a resident physician of a hospital (the ""house"") who is receiving further training.</li></ul><br><b>popular dance music with a fast regular beat, usually produced on electronic equipment</b><br><ul align='left'><li>House music first appeared in the late 1980s.</li></ul><br><b>any of a small number of groups that the children in a school are put in for sports and other competitions</b><br><ul align='left'><li>an inter-house hockey match</li></ul><br><b>an important family, especially a royal one</b><br><ul align='left'><li>The British Royal Family belong to the House of Windsor.</li></ul><br><b>an organization that makes laws, or its meeting place</b><br><br><b>the members of the organization that makes laws</b><br><ul align='left'><li>The House began debating the proposal at 3 p.m.</li></ul><br><b>the group of people who suggest a subject for a debate</b><br><ul align='left'><li>The motion for tonight's debate is, ""This house believes that capital punishment should be abolished.""</li></ul><br><b>the people watching a performance, especially in a theatre</b><br><ul align='left'><li><b>full house</b> The opera played to a full house.</li><li><b>packed house</b> Everyone in the packed house rose to their feet and applauded.</li></ul><br><b>to give a person or animal a place to live, or to provide space for something</b><br><ul align='left'><li>It will be difficult to house all the refugees.</li><li>The museum houses the biggest collection of antique toys in Europe.</li></ul>"|""|""
"CAMBRIDGE_manoeuvre"|"manoeuvre"|"<i>variant: </i>maneuver"|"verb | noun"|"UK /məˈnuː.vər/<br> US /məˈnuː.vɚ/"|"UK [sound:CAMBRIDGE_manoeuvre_uk.mp3]<br> US [sound:CAMBRIDGE_manoeuvre_us.mp3]"|"a movement or set of movements needing skill and care<br><br>a planned and controlled movement or operation by the armed forces for training purposes and in war<br><br>a cleverly planned action that is intended to get an advantage<br><br>to turn and direct an object<br><br>to try to make someone act in a particular way"|"<b>a movement or set of movements needing skill and care</b><br><ul align='left'><li>Reversing round a corner is one of the manoeuvres you are required to perform in a driving test.</li></ul><br><b>a planned and controlled movement or operation by the armed forces for training purposes and in war</b><br><ul align='left'><li>military/naval manoeuvres</li><li>We saw the army on manoeuvres in the mountains.</li></ul><br><b>a cleverly planned action that is intended to get an advantage</b><br><ul align='left'><li>A series of impressive manoeuvres by the chairman had secured a lucrative contract for the company.</li></ul><br><b>to turn and direct an object</b><br><ul align='left'><li>Loaded supermarket trolleys are often difficult to manoeuvre.</li><li>This car manoeuvres well at high speed.</li></ul><br><b>to try to make someone act in a particular way</b><br><ul align='left'><li>The other directors are trying to manoeuvre her into resigning.</li></ul>"|""|""
